a_legH_hip,a_legH_knee,phase_lag,avg_velocity,max_height,success
0.0,0.0,-3.141592653589793,0.21586761707838148,0.12,True
0.0,0.0,-2.9845130209103035,0.21586761707838148,0.12,True
0.0,0.0,-2.827433388230814,0.21586761707838148,0.12,True
0.0,0.0,-2.670353755551324,0.21586761707838148,0.12,True
0.0,0.0,-2.5132741228718345,0.21586761707838148,0.12,True
0.0,0.0,-2.356194490192345,0.21586761707838148,0.12,True
0.0,0.0,-2.199114857512855,0.21586761707838148,0.12,True
0.0,0.0,-2.0420352248333655,0.21586761707838148,0.12,True
0.0,0.0,-1.8849555921538759,0.21586761707838148,0.12,True
0.0,0.0,-1.7278759594743862,0.21586761707838148,0.12,True
0.0,0.0,-1.5707963267948966,0.21586761707838148,0.12,True
0.0,0.0,-1.413716694115407,0.21586761707838148,0.12,True
0.0,0.0,-1.2566370614359172,0.21586761707838148,0.12,True
0.0,0.0,-1.0995574287564276,0.21586761707838148,0.12,True
0.0,0.0,-0.9424777960769379,0.21586761707838148,0.12,True
0.0,0.0,-0.7853981633974483,0.21586761707838148,0.12,True
0.0,0.0,-0.6283185307179586,0.21586761707838148,0.12,True
0.0,0.0,-0.47123889803846897,0.21586761707838148,0.12,True
0.0,0.0,-0.3141592653589793,0.21586761707838148,0.12,True
0.0,0.0,-0.15707963267948966,0.21586761707838148,0.12,True
0.0,0.0,0.0,0.21586761707838148,0.12,True
0.0,0.0,0.15707963267948966,0.21586761707838148,0.12,True
0.0,0.0,0.3141592653589793,0.21586761707838148,0.12,True
0.0,0.0,0.47123889803846897,0.21586761707838148,0.12,True
0.0,0.0,0.6283185307179586,0.21586761707838148,0.12,True
0.0,0.0,0.7853981633974483,0.21586761707838148,0.12,True
0.0,0.0,0.9424777960769379,0.21586761707838148,0.12,True
0.0,0.0,1.0995574287564276,0.21586761707838148,0.12,True
0.0,0.0,1.2566370614359172,0.21586761707838148,0.12,True
0.0,0.0,1.413716694115407,0.21586761707838148,0.12,True
0.0,0.0,1.5707963267948966,0.21586761707838148,0.12,True
0.0,0.0,1.7278759594743862,0.21586761707838148,0.12,True
0.0,0.0,1.8849555921538759,0.21586761707838148,0.12,True
0.0,0.0,2.0420352248333655,0.21586761707838148,0.12,True
0.0,0.0,2.199114857512855,0.21586761707838148,0.12,True
0.0,0.0,2.356194490192345,0.21586761707838148,0.12,True
0.0,0.0,2.5132741228718345,0.21586761707838148,0.12,True
0.0,0.0,2.670353755551324,0.21586761707838148,0.12,True
0.0,0.0,2.827433388230814,0.21586761707838148,0.12,True
0.0,0.0,2.9845130209103035,0.21586761707838148,0.12,True
0.0,0.0,3.141592653589793,0.21586761707838148,0.12,True
0.0,0.1,-3.141592653589793,0.2003282065916698,0.12,True
0.0,0.1,-2.9845130209103035,0.1750990753536016,0.12,True
0.0,0.1,-2.827433388230814,0.20901272656156364,0.12,True
0.0,0.1,-2.670353755551324,0.21925601267713682,0.12,True
0.0,0.1,-2.5132741228718345,0.2193347258664911,0.12,True
0.0,0.1,-2.356194490192345,0.2259383109043611,0.12,True
0.0,0.1,-2.199114857512855,0.23892704348161511,0.12,True
0.0,0.1,-2.0420352248333655,0.23518277422327794,0.12,True
0.0,0.1,-1.8849555921538759,0.2291966691482863,0.12,True
0.0,0.1,-1.7278759594743862,0.2211982687438557,0.12,True
0.0,0.1,-1.5707963267948966,0.22586727495947612,0.12,True
0.0,0.1,-1.413716694115407,0.2252104413911474,0.12,True
0.0,0.1,-1.2566370614359172,0.2174218486449581,0.12,True
0.0,0.1,-1.0995574287564276,0.2305616868484478,0.12,True
0.0,0.1,-0.9424777960769379,0.23111661750229878,0.12,True
0.0,0.1,-0.7853981633974483,0.23313223384614537,0.12,True
0.0,0.1,-0.6283185307179586,0.22690080810947738,0.12,True
0.0,0.1,-0.47123889803846897,0.22019603411971855,0.12,True
