step,sim_time,real_time,base_x,base_y,base_z,base_pitch,front_joint_pos,front_joint_vel,front_joint_torque,back_joint_pos,back_joint_vel,back_joint_torque,fore_leg_pos,fore_leg_vel,fore_leg_torque,hind_leg_pos,hind_leg_vel,hind_leg_torque,fore_leg_2_joint_pos,fore_leg_2_joint_vel,fore_leg_2_joint_torque,fore_leg_3_joint_pos,fore_leg_3_joint_vel,fore_leg_3_joint_torque,hind_leg_2_joint_pos,hind_leg_2_joint_vel,hind_leg_2_joint_torque,hind_leg_3_joint_pos,hind_leg_3_joint_vel,hind_leg_3_joint_torque
10,0.008330000000000002,0.026990175247192383,-0.19998006233437,4.1590692103708514e-07,0.2306990971360879,-0.0009163837211038327,0.09339791154175753,10.045804413909522,-0.04261329637847522,0.09353654091826694,9.996595601948366,0.005201238379240525,0.0056345662141123925,1.103372641688282,0.035125525960195914,-0.15489085922343832,-17.23550793649913,0.08122839149097039,-0.19769656273567937,-23.454425477863847,2.77146770079222,-0.19792721921795675,-23.359115670855704,2.678854722371766,-0.28372765776385794,-34.84295141566972,-0.06103341777762217,-0.2825967157124189,-34.85994907462866,-0.055354704000212696
11,0.009163000000000003,0.026990175247192383,-0.19997651883899545,4.04477884465653e-07,0.23072522401323112,-0.0010529578413998565,0.10173090855187246,10.00359785127843,-0.013197681800530936,0.10187648600135284,10.011938875253175,-0.023002528164630553,0.006597684321383803,1.1562042104098564,-0.016079090381527453,-0.1691654754649144,-17.13639404739027,0.003053000616232482,-0.2168528335539986,-22.99672367145165,2.3578572298100076,-0.21701317078604884,-22.912306804432294,2.2754367446380637,-0.31281408101290675,-34.91767496884614,0.052715612902263675,-0.3116945892953591,-34.93142086787536,0.05525701397516558
12,0.009996000000000003,0.026990175247192383,-0.1999730206462616,3.833032205990358e-07,0.23074366014262251,-0.001181731624104364,0.11005948403572183,9.998289896577875,-0.020673985468616873,0.1101969940631336,9.988605116183399,-0.01237241770540548,0.00755115750524538,1.1446256709022535,-0.0027688675012369907,-0.18343731286888895,-17.13305810801267,0.02068746412401512,-0.23564811860961155,-22.56336741370101,1.9650546329276752,-0.23574628368722067,-22.48873097379573,1.8917955977442928,-0.3418432294365107,-34.84891767539485,0.02250968680179488,-0.34073335953909245,-34.860468479872004,0.022952155488923154
13,0.010829000000000004,0.02799224853515625,-0.19996969726184322,3.5231723825591815e-07,0.23075440460446528,-0.0013097148565045151,0.11837541545888344,9.983110952174817,-1.1439202033038016,0.11850962061116817,9.979143515047499,-1.1413031862944933,0.008508634632017738,1.149432325056853,0.2425688844350693,-0.19768840890086986,-17.108158501777798,1.8073416352999823,-0.2541004916232371,-22.151708299670574,3.756012021012759,-0.25414387649459214,-22.08594574714459,3.6910415225677076,-0.3708468303097704,-34.818248347250524,2.989279304833152,-0.36974762023405383,-34.831045252054494,2.9910767768323687
14,0.011662000000000004,0.02799224853515625,-0.19996651048768246,3.1150711114032384e-07,0.2307574868468431,-0.0014349763215481066,0.12559797145529897,8.670535409862563,0.16693127551415005,0.12576228188820807,8.706676202929048,0.12913894506081453,0.009769577422242753,1.51373684300722,-0.12307864620624452,-0.21009984063975398,-14.899677957844087,-0.3987725623992502,-0.27211359162669324,-21.624369752048157,3.261405283737084,-0.2721057768640649,-21.562905605609554,3.200223939458477,-0.3983648994606708,-33.03489693985643,1.229368472062845,-0.39727940538454465,-33.05136272567924,1.2349719290418033
15,0.012495000000000004,0.02799224853515625,-0.19996217850500714,2.606510676623167e-07,0.23074079860262683,-0.0015698431727621306,0.13298958027389055,8.873479974299599,-0.039427880638949475,0.13311637505027044,8.82844317174353,0.004332476632964655,0.010904586699655487,1.3625561553574232,0.028018363880728217,-0.22290155834772069,-15.368208532973236,0.0760272186552019,-0.28971755684591327,-21.133211547683107,2.798887541876415,-0.28966370670893354,-21.077946992639436,2.743448179668122,-0.42458909095304703,-31.481622439827426,-0.3134042299276145,-0.42349716180808605,-31.473897267156552,-0.3320561381656917
16,0.013328000000000005,0.02799224853515625,-0.19995875239250002,2.0187379880823154e-07,0.23071826960271463,-0.0016963664577349822,0.14034976611922187,8.835757317324509,-0.013736530454723506,0.14048469429278324,8.845521299535177,-0.02485836152798171,0.012076726609698777,1.4071307443496879,-0.0156769896500251,-0.2356296204598324,-15.279786449113715,0.0069703142178261235,-0.3069402706040882,-20.675526720498066,2.381909124391736,-0.3068451475950983,-20.625979455179777,2.331776905323593,-0.4511429326373155,-31.87736096550835,0.11870139041794348,-0.4500702637010794,-31.90048246457783,0.1310887109212533
17,0.014161000000000005,0.02799224853515625,-0.19995532862226414,1.348371555334036e-07,0.23068824899988766,-0.0018172361980885155,0.14770465646653266,8.829400176843706,-0.019411672610710085,0.14783089774115693,8.818971726739116,-0.010254272017024113,0.013239985217550803,1.3964689169892266,-0.0040390569260031275,-0.2483504452610807,-15.271098200778246,0.017658401963110637,-0.3238055348374127,-20.246415646247886,1.9900258490246117,-0.32367355899290323,-20.202174547184818,1.9448338490113872,-0.4775691964387691,-31.72420624424204,0.0007742699803143793,-0.47650324566325175,-31.73227126311211,-0.001827753128701426
18,0.014994000000000006,0.02799224853515625,-0.1999520866815406,5.964515151473372e-08,0.2306506929804405,-0.0019375488744605466,0.1550478395200015,8.815345802483593,-1.0958890305821898,0.15517114207682398,8.81181792997244,-1.093603511300542,0.014406138305795013,1.3999436833663979,0.15457093999087493,-0.26105413927026333,-15.250533024228892,1.6868935984279534,-0.3403344289258071,-19.84260995005333,3.5377728742290544,-0.3401697571399327,-19.803359120083382,3.497227165530127,-0.5039928660086505,-31.72109192062581,2.758561448737868,-0.5029381956050406,-31.734633783660154,2.761550350809203
19,0.015827000000000004,0.02799224853515625,-0.1999489770227196,-2.3710823836641944e-08,0.23060566247673098,-0.002055388145198475,0.16134530054243715,7.559977217809886,0.15802156470347906,0.16149284259246297,7.589076249266485,0.12743771544765692,0.01578277981502917,1.6526308634263582,-0.09927396371934608,-0.2720390852553573,-13.187210066139253,-0.37441181174247473,-0.3564461752160446,-19.34183228119747,3.06668782482538,-0.35624971909965825,-19.30367582199947,3.0269212247481754,-0.5289273311563092,-29.933331509794346,0.9911106521971356,-0.527886660324044,-29.95013771789122,0.9975038500243454
20,0.016660000000000005,0.02799224853515625,-0.1999449139644611,-1.1154041519816877e-07,0.23054183534629522,-0.0021789691624585278,0.16780232538242126,7.751530420148994,-0.03658526519915212,0.16791797817238938,7.713247995109742,0.0005311650037698734,0.017058247004046335,1.5311730960590209,0.022037823199900566,-0.2833935780855412,-13.630843733714213,0.07493487220259631,-0.3721710917086253,-18.877450771405385,2.6281306365089137,-0.3719457438442547,-18.842766800235886,2.591550188135261,-0.5528194556760262,-28.682022232553457,-0.25031241703243956,-0.5517657449311449,-28.666368075751492,-0.2765100282503308
21,0.017493000000000005,0.02799224853515625,-0.19994162610773392,-2.0602272357864332e-07,0.2304722456848798,-0.0022958719564586338,0.17423028176556649,7.716634313499658,-0.013003673747637279,0.1743522533219932,7.724219867471583,-0.021818490141331248,0.01836442339744613,1.5680388876348093,-0.014612566672267492,-0.29467469955111525,-13.542762863834366,0.004734437702260452,-0.3875372248631221,-18.446738480788454,2.233651519421943,-0.3872857272143729,-18.415346182614865,2.2001038672612117,-0.5769743763444883,-28.997503803676036,0.09848426687120848,-0.5759407249569259,-29.021584664803118,0.11222222647827018
22,0.018326000000000005,0.031508445739746094,-0.19993835934143195,-3.0704745214382075e-07,0.2303953030380182,-0.0024081369177687585,0.1806529452643193,7.710280310627623,-0.017980249340855403,0.18076718236669453,7.700995251742291,-0.009847188340593394,0.019662543870306068,1.558367914597765,-0.004640239630637179,-0.30595119438403306,-13.53720868297458,0.017118509256904613,-0.4025685371053716,-18.044792607742526,1.8647035328120216,-0.40229354711569587,-18.016590517794704,1.834113786850542,-0.6010232133198976,-28.87015243146365,0.00355498772019347,-0.5999957608714364,-28.87759413506654,0.0007157385518290482
23,0.019159000000000006,0.031508445739746094,-0.1999352570772262,-4.1448242000708806e-07,0.23031099319887002,-0.0025200134692275242,0.18706467158720624,7.697150447643388,-1.050953263416515,0.18717604429060303,7.693711793407539,-1.0486392875134032,0.02096263385491392,1.560732274439199,0.07417349292096263,-0.31721111014711784,-13.517305838036926,1.576238548241971,-0.41728620208653316,-17.66826528350729,3.211868050217252,-0.416990324795623,-17.64319049210938,3.1842041804504584,-0.6250665483743256,-28.86354748430734,2.546575276856431,-0.624050047168665,-28.87669423436808,2.5495510714846406
24,0.019992000000000006,0.031508445739746094,-0.19993227795438617,-5.283382995748097e-07,0.2302193618388195,-0.00262990588082089,0.19247480746686943,6.494760959979826,0.15023092197269006,0.19260523552337303,6.5176365339375835,0.12604003614731152,0.022387686067045155,1.7107469533388173,-0.07680914936678276,-0.3268629847693431,-11.586884300390489,-0.35249093909696094,-0.4316212393905183,-17.208928336116585,2.778566239879912,-0.43130415224507923,-17.18346632587788,2.750305674109783,-0.6476203349587667,-27.075374050949627,0.7758734326504053,-0.6466173145344304,-27.0915574619033,0.7820206553425448
25,0.020825000000000007,0.031508445739746094,-0.1999285112641303,-6.414176866791471e-07,0.23010980406158535,-0.0027425180031625256,0.19803591195096698,6.675995779228767,-0.03371888559495195,0.19813969157116096,6.644004859289239,-0.0027768731637641264,0.023734537536884665,1.6168685112118981,0.0168833367949267,-0.33686551650779634,-12.00784122263291,0.07366460461524516,-0.4456021559933288,-16.78381344875216,2.3759452825571046,-0.44526570195669,-16.76056387948477,2.3497061102290435,-0.6693591701243697,-26.097041015129772,-0.19313752820614116,-0.6683459303169005,-26.084772848103327,-0.2155441179676949
26,0.021658000000000007,0.031508445739746094,-0.19992539984551833,-7.599782574627886e-07,0.22999454079044557,-0.002849963183990411,0.20357012113489123,6.643708504110747,-0.012073713503813754,0.20367872991250038,6.64950581193208,-0.018968301474079297,0.025106204014494163,1.6466584365059984,-0.013279830167793612,-0.346795144123524,-11.920321267380203,0.0026654824021509205,-0.4592554307273443,-16.39048587516869,2.014137425466262,-0.4589013829872592,-16.36936498267607,1.9898533601686537,-0.6913003264857664,-26.339923603117352,0.08031298344965454,-0.6903052372608822,-26.361713017985224,0.0921454480792514
27,0.022491000000000008,0.031508445739746094,-0.19992231737058908,-8.834051909636328e-07,0.22987204217818796,-0.0029537139444879776,0.20909908087866713,6.63740665519315,-0.016444295237785844,0.2092009068616275,6.629264044570371,-0.009331217894630095,0.02647063144505877,1.6379681039190965,-0.004889733738902259,-0.3567223872141683,-11.917458692250035,0.016421674090644323,-0.4726036813275054,-16.02431044437103,1.6765557847493109,-0.47223383759354237,-16.005347666606454,1.654274238963484,-0.7131548590078962,-26.235933399915652,0.006218712054896658,-0.7121660553423086,-26.24347908934732,0.0038702735861408932
28,0.023324000000000008,0.031508445739746094,-0.19991937966903098,-1.011613002518816e-06,0.22974231657198158,-0.0030572599793131975,0.21461784192639421,6.625163322601541,-1.0086357203930958,0.21471696389197878,6.621917203302857,-1.0063923041324836,0.02783621656024859,1.6393578813803367,0.0007891577223933591,-0.3666336290586877,-11.898249513228524,1.4750196080058902,-0.4856668741792747,-15.682104263828647,2.851871936321852,-0.48528306378073616,-15.66533755965642,2.831618350652577,-0.7350012283927402,-26.226133715298822,2.3571917046269517,-0.7340227516253643,-26.23853095204774,2.3597989360127514
29,0.02415700000000001,0.031508445739746094,-0.19991655236988648,-1.1446161524930695e-06,0.22960539718328557,-0.003159269659954849,0.21917630725984016,5.472347339070766,0.143212776589409,0.2192898477693532,5.489656515455485,0.12475663065015641,0.029248331202254615,1.6952156566698975,-0.055845725839592165,-0.37503792228740107,-10.08918754947589,-0.33265308754739265,-0.4983855523703265,-15.268521237757275,2.4605869762400965,-0.4979868802863667,-15.250680078788129,2.4391126836422057,-0.7553605530381217,-24.4409659608421,0.5869678032096879,-0.7543947874175518,-24.456225440801255,0.5925643560186706
30,0.02499000000000001,0.031508445739746094,-0.19991308055941825,-1.2721675277932164e-06,0.22945132305152055,-0.0032616754917325825,0.2238778525072238,5.644111941637037,-0.030950111664509117,0.22396948965615363,5.617817391116956,-0.005583578170308023,0.03060348554509479,1.626835945786523,0.012326479763016207,-0.38377550129004223,-10.489290519377114,0.07217200829246184,-0.510785618379177,-14.886033624070226,2.0972113067206513,-0.5103734386348833,-14.869817945398108,2.077229782538966,-0.7751045723946464,-23.70230414948947,-0.14290320799204848,-0.7741310036468896,-23.692936649865267,-0.16201169929341042
31,0.02582300000000001,0.031508445739746094,-0.19991015742308793,-1.4042241769490382e-06,0.22929157873303635,-0.003360177099931085,0.22855451583259256,5.614241687117352,-0.011088482134465338,0.22864972730119804,5.618532587088143,-0.01634322990038717,0.031978039099754725,1.6501243153180551,-0.011854857117145193,-0.39244089705359314,-10.402635970649369,0.000789809381644857,-0.5228912921131299,-14.53262152935524,1.7707435481550897,-0.522466894893731,-14.517954692494257,1.7521910189497472,-0.7949978751518846,-23.881515915051825,0.06522492285648629,-0.7940406606848696,-23.90114890513803,0.07528043340352508
32,0.02665600000000001,0.031508445739746094,-0.19990726543302031,-1.5396449331841684e-06,0.22912469519243073,-0.003455790906814369,0.23322600202283253,5.608026638943523,-0.01492578162720487,0.23331532828242338,5.600961562095241,-0.008765788135325858,0.0333461496805938,1.6423896528680388,-0.004954703965880783,-0.4011058270423937,-10.402076817287648,0.015635311105985705,-0.5347232449080901,-14.204024963937824,1.46648504892282,-0.5342879864081307,-14.190986211764322,1.4494543190683904,-0.8148208054853452,-23.79703521423841,0.00918326322668972,-0.8138698465278085,-23.804544829458514,0.0071779233644040374
33,0.02748900000000001,0.031508445739746094,-0.19990449886029069,-1.678431084008209e-06,0.2289506980944673,-0.003551341811296038,0.23788798937673675,5.596623474074705,-0.9684202582175494,0.23797480115845426,5.593604893194341,-0.966282492790616,0.03471469795644437,1.6429150970595054,-0.06603591771913571,-0.409755346623192,-10.383576927729019,1.3820161389204808,-0.546299718313397,-13.897327017175096,2.4909646309246343,-0.5458550134095563,-13.88598679642937,2.4755358237219323,-0.8346326556432592,-23.783733682969963,2.288211323531476,-0.8336913719544605,-23.795348651442993,2.29040837315017
34,0.02832200000000001,0.032509803771972656,-0.19990182923994138,-1.8205969665211542e-06,0.22876961065331203,-0.0036457243490934945,0.24162874363759523,4.490701393587624,0.13675679389677708,0.24172581420649575,4.503016864395537,0.1234578321121863,0.03605810308314833,1.6127312445425679,-0.03643951995959886,-0.4169907295519077,-8.685933888014043,-0.3145177163092818,-0.5575692981314181,-13.528907344563144,2.141259294728438,-0.5571139805301025,-13.516167011459984,2.12432657566259,-0.8529579355433081,-21.9991355342724,0.5170757116834173,-0.8520285283738691,-22.013393060514524,0.5220340536267933
35,0.02915500000000001,0.032509803771972656,-0.1998986396511086,-1.9533206683997013e-06,0.2285720527457606,-0.0037386938357673385,0.24550507101633365,4.65345423618056,-0.028096808247713045,0.2455836892638025,4.631302589804021,-0.00674421728495217,0.037364098502841905,1.5678216322852017,0.00825673461047055,-0.4245421604553144,-9.065343221376574,0.06916128128537213,-0.5685550615791699,-13.188191413867754,1.8164195367461082,-0.5680902496607347,-13.176793674228376,1.8007367954418863,-0.8707414970546625,-21.348813338960923,-0.1252011306655041,-0.8698055083019796,-21.34091227864404,-0.14246722175158033
36,0.02998800000000001,0.032509803771972656,-0.19989592825591684,-2.089695008542662e-06,0.22836884022434123,-0.003828197728458412,0.24935864355861145,4.626137505735656,-0.01018954530125099,0.24944014516213736,4.629598917568874,-0.014478944834438012,0.03868453670440825,1.5851599058419525,-0.010430397921359566,-0.43202402689551805,-8.981832461228882,-0.00022154535976937062,-0.5792787759967146,-12.873606743751164,1.5244946034105185,-0.5788054993489619,-12.863445003874073,1.5099656619481194,-0.8886558691472141,-21.505848850602067,0.05792906330927283,-0.8877350034625031,-21.524003794145905,0.06687017571140963
37,0.03082100000000001,0.032509803771972656,-0.19989324259877084,-2.2281918141923975e-06,0.22815857209814594,-0.003915487749961692,0.2532070730921848,4.619963425658274,-0.013480551730601475,0.2532834084443657,4.613761443251277,-0.008054993393046939,0.039999308337718927,1.5783573028939704,-0.004934066014039812,-0.4395063479127803,-8.982378171983504,0.014606558217740706,-0.5897589973947793,-12.581298196956473,1.2525444435197828,-0.5892783629810043,-12.572465344588819,1.2392732609824877,-0.9065078545445904,-21.43095485879513,0.008743688355226542,-0.9055930132331763,-21.4381869996077,0.0068222107009552335
38,0.03165400000000001,0.032509803771972656,-0.19989066484642565,-2.3688710379416785e-06,0.22794127746452444,-0.004002839962413352,0.25704667225871564,4.609362744934959,-0.9298203281327827,0.25712074470723223,4.606646173909418,-0.9278589993431737,0.041313870179004585,1.5781054517234772,-0.12665280059236855,-0.44697410954135924,-8.964899914260403,1.2962383830092898,-0.6000120996487837,-12.308646163270533,2.142953757489911,-0.5995252759785189,-12.301216083450838,2.1310405026731907,-0.9243494768766939,-21.418514204205874,2.060206342909053,-0.9234437375107246,-21.429440909421796,2.062070367621766
39,0.03248700000000001,0.032509803771972656,-0.19988817049247626,-2.5117566753359073e-06,0.22771697503999153,-0.004089309246196903,0.26000245184729603,3.5483548482357823,0.13064898150959148,0.26008324508232683,3.556423019321273,0.12175826144010249,0.04253809162809489,1.4696536003485061,-0.01860171841585624,-0.45311360284223956,-7.370340097095188,-0.29746731849685726,-0.6099936451710296,-11.982647685769427,1.832326908134574,-0.6094993349979798,-11.973660287468082,1.8187839188842418,-0.94072523379956,-19.658771816165718,0.3114102869766846,-0.9398307038580493,-19.67222850819293,0.3159163616871643
40,0.03332000000000001,0.032509803771972656,-0.19988525955166275,-2.641942826504787e-06,0.2274768107259639,-0.0041730912800087725,0.26308705968602947,3.703010610724437,-0.025833650537395725,0.26315361238264,3.68591512642641,-0.009418408722089211,0.0437428796777112,1.4463241892152574,0.004521257513673618,-0.4595543473346299,-7.731986185342582,0.06804539732470682,-0.6197239346095409,-11.68101973410721,1.5435580237807773,-0.6192231345216533,-11.673228719896128,1.5311489685482211,-0.9567768974856463,-19.269704305025627,-0.06995182442341408,-0.9558780100544743,-19.264473224999946,-0.08417712772055519
41,0.03415300000000001,0.034509897232055664,-0.19988273087027006,-2.7753089853144574e-06,0.2272309892905424,-0.004254607797739328,0.2661504803484031,3.677575825178441,-0.009237229250706802,0.26621878917945313,3.6796840297876456,-0.012043334531783523,0.044957534171400894,1.4581686598915935,-0.008793503442334039,-0.46592584014032795,-7.648850907200522,-0.0020274817904341047,-0.6292223208167639,-11.402624498466947,1.284012151729732,-0.6287159040329148,-11.395881766220176,1.2725974394763568,-0.9729010233498359,-19.356693714513316,0.04050413044537171,-0.9720155189578265,-19.372759787937852,0.04770978403724935
42,0.03498600000000001,0.1293184757232666,-0.1998802289283254,-2.9097385863517913e-06,0.22697816687120934,-0.004334441648236353,0.2692089080253237,3.6715818450427555,-0.012149184397627688,0.26927290007447113,3.6663996338751343,-0.007621802894454244,0.04616753793291639,1.4525855480378125,-0.004653128440508136,-0.4722996016251792,-7.651574411586152,0.013941958975982494,-0.6385052689862674,-11.143995401564869,1.0422132040192393,-0.637994186267705,-11.138394039363959,1.03189542684247,-0.9889815095922365,-19.30430521296591,0.011390373813269239,-0.9881020042283565,-19.311506927407017,0.009791631816963298
43,0.03581900000000001,0.13033056259155273,-0.1998778177851453,-3.045445183438671e-06,0.22671838799255067,-0.004414390206382063,0.2722591229115874,3.661722552537387,-0.8923702829900029,0.27232103466347196,3.6592251968797416,-0.8905068021776452,0.04737698135086152,1.451912866680827,-0.14757178569118187,-0.47865924471693705,-7.634625560333551,1.2164770777014318,-0.6475873117561705,-10.902812448863234,1.82959619324097,-0.6470725677611472,-10.898417158994217,1.8204231254581804,-1.0050490614989056,-19.288777799122578,1.8534765022444928,-1.0041780256723736,-19.29894531094491,1.8549287269650891
44,0.03665200000000001,0.13033056259155273,-0.1998754779109852,-3.182427611658861e-06,0.22645166315341544,-0.004493701409306253,0.2744595541904559,2.641574164307988,0.12745213393731036,0.2745219626847,2.6421704936711636,0.12621686549364952,0.04847171554931564,1.314206720833275,-0.010155681064971236,-0.4837651056885112,-6.129484959872965,-0.288096591511137,-0.6564292252916507,-10.61454205940009,1.553745606629181,-0.6559095114526917,-10.608575860197478,1.5429541554513158,-1.019118194582837,-16.889715586952434,-0.5424244965950393,-1.0182810686486932,-16.930423741079874,-0.5100925575314981
45,0.03748500000000001,0.13033056259155273,-0.1998729085641592,-3.303723122608342e-06,0.22616960538626155,-0.004566282051819777,0.2767865030763775,2.7934560455240427,-0.026020894651359816,0.27684389234873985,2.787430569075429,-0.020584261876016696,0.0495554075066057,1.3009507290396811,0.002920691918921914,-0.489171685712783,-6.490492226016566,0.07648479640745776,-0.6650488865150579,-10.34773256111306,1.297133388072774,-0.6645251006621657,-10.342844189044389,1.2873812682673962,-1.0337684571448609,-17.587350014434616,0.16418243899867813,-1.0329273280077893,-17.582544248614777,0.15096039919961557
46,0.03831800000000001,0.13033056259155273,-0.19987049403066812,-3.428884345460385e-06,0.22588190853127574,-0.004641128083536856,0.27909132660800556,2.7668949959520606,-0.007746731670976281,0.2791470717538312,2.764921254611423,-0.006345493309873662,0.05064672294930218,1.31010257226468,-0.007808019497156385,-0.4944978840627668,-6.393995618227832,-0.007973874902768574,-0.6734634736551004,-10.101545186125518,1.0664183144395596,-0.6729363720812931,-10.097564728844297,1.0575431475551231,-1.0482428363377885,-17.376205513718524,-0.026243030304578863,-1.0474125856320289,-17.3892648550296,-0.02149120458895526
47,0.03915100000000001,0.13033056259155273,-0.1998681359093847,-3.553931548876999e-06,0.2255872007326431,-0.004714585657004814,0.281391945535027,2.761847451406311,-0.011070867391331563,0.2814449547758914,2.7585630516929114,-0.008331712248436096,0.05173376878141345,1.3049769893292544,-0.004240832629732974,-0.4998328587636424,-6.404531453632193,0.014857604830945337,-0.6816875783539934,-9.872874788587074,0.8514497293413332,-0.6811579927610217,-9.869892772783434,0.8435503585530453,-1.0627447204832934,-17.409224664471783,0.02801785463286688,-1.0619207120830874,-17.416718428641563,0.027266500350920708
