a_legH_hip,a_legH_knee,phase_lag,avg_velocity,max_height,success
0.0,0.0,-3.141592653589793,0.19607028990047345,0.12,True
0.0,0.0,-2.9845130209103035,0.19607028990047345,0.12,True
0.0,0.0,-2.827433388230814,0.19607028990047345,0.12,True
0.0,0.0,-2.670353755551324,0.19607028990047345,0.12,True
0.0,0.0,-2.5132741228718345,0.19607028990047345,0.12,True
0.0,0.0,-2.356194490192345,0.19607028990047345,0.12,True
0.0,0.0,-2.199114857512855,0.19607028990047345,0.12,True
0.0,0.0,-2.0420352248333655,0.19607028990047345,0.12,True
0.0,0.0,-1.8849555921538759,0.19607028990047345,0.12,True
0.0,0.0,-1.7278759594743862,0.19607028990047345,0.12,True
0.0,0.0,-1.5707963267948966,0.19607028990047345,0.12,True
0.0,0.0,-1.413716694115407,0.19607028990047345,0.12,True
0.0,0.0,-1.2566370614359172,0.19607028990047345,0.12,True
0.0,0.0,-1.0995574287564276,0.19607028990047345,0.12,True
0.0,0.0,-0.9424777960769379,0.19607028990047345,0.12,True
0.0,0.0,-0.7853981633974483,0.19607028990047345,0.12,True
0.0,0.0,-0.6283185307179586,0.19607028990047345,0.12,True
0.0,0.0,-0.47123889803846897,0.19607028990047345,0.12,True
0.0,0.0,-0.3141592653589793,0.19607028990047345,0.12,True
0.0,0.0,-0.15707963267948966,0.19607028990047345,0.12,True
0.0,0.0,0.0,0.19607028990047345,0.12,True
0.0,0.0,0.15707963267948966,0.19607028990047345,0.12,True
0.0,0.0,0.3141592653589793,0.19607028990047345,0.12,True
0.0,0.0,0.47123889803846897,0.19607028990047345,0.12,True
0.0,0.0,0.6283185307179586,0.19607028990047345,0.12,True
0.0,0.0,0.7853981633974483,0.19607028990047345,0.12,True
0.0,0.0,0.9424777960769379,0.19607028990047345,0.12,True
0.0,0.0,1.0995574287564276,0.19607028990047345,0.12,True
0.0,0.0,1.2566370614359172,0.19607028990047345,0.12,True
0.0,0.0,1.413716694115407,0.19607028990047345,0.12,True
0.0,0.0,1.5707963267948966,0.19607028990047345,0.12,True
0.0,0.0,1.7278759594743862,0.19607028990047345,0.12,True
0.0,0.0,1.8849555921538759,0.19607028990047345,0.12,True
0.0,0.0,2.0420352248333655,0.19607028990047345,0.12,True
0.0,0.0,2.199114857512855,0.19607028990047345,0.12,True
0.0,0.0,2.356194490192345,0.19607028990047345,0.12,True
0.0,0.0,2.5132741228718345,0.19607028990047345,0.12,True
0.0,0.0,2.670353755551324,0.19607028990047345,0.12,True
0.0,0.0,2.827433388230814,0.19607028990047345,0.12,True
0.0,0.0,2.9845130209103035,0.19607028990047345,0.12,True
0.0,0.0,3.141592653589793,0.19607028990047345,0.12,True
0.0,0.1,-3.141592653589793,0.2107368522078818,0.12,True
0.0,0.1,-2.9845130209103035,0.2076139946744096,0.12,True
0.0,0.1,-2.827433388230814,0.10056117357663422,0.12,True
0.0,0.1,-2.670353755551324,0.07785033277064317,0.12,True
0.0,0.1,-2.5132741228718345,0.08907465992307499,0.12,True
0.0,0.1,-2.356194490192345,0.14238740516736803,0.12,True
0.0,0.1,-2.199114857512855,0.1561114235626194,0.12,True
0.0,0.1,-2.0420352248333655,0.16515419367766726,0.12,True
0.0,0.1,-1.8849555921538759,0.1656408007385816,0.12,True
0.0,0.1,-1.7278759594743862,0.20830060077786927,0.12,True
0.0,0.1,-1.5707963267948966,0.19087273404583868,0.12,True
0.0,0.1,-1.413716694115407,0.20139914123261676,0.12,True
0.0,0.1,-1.2566370614359172,0.20515947611913096,0.12,True
0.0,0.1,-1.0995574287564276,0.20300724953395494,0.12,True
0.0,0.1,-0.9424777960769379,0.20290470426833557,0.12,True
0.0,0.1,-0.7853981633974483,0.1912470459756937,0.12,True
0.0,0.1,-0.6283185307179586,0.20503144635733744,0.12,True
0.0,0.1,-0.47123889803846897,0.19832234858368133,0.12,True
0.0,0.1,-0.3141592653589793,0.19961789954071932,0.12,True
0.0,0.1,-0.15707963267948966,0.18785113776927861,0.12,True
0.0,0.1,0.0,0.20198866937616652,0.12,True
0.0,0.1,0.15707963267948966,0.1868682150684741,0.12,True
0.0,0.1,0.3141592653589793,0.18615076202073869,0.12,True
0.0,0.1,0.47123889803846897,0.20055528873228448,0.12,True
0.0,0.1,0.6283185307179586,0.19511265495838684,0.12,True
0.0,0.1,0.7853981633974483,0.18960952737141729,0.12,True
0.0,0.1,0.9424777960769379,0.19254437588019258,0.12,True
0.0,0.1,1.0995574287564276,0.1876848402013899,0.12,True
0.0,0.1,1.2566370614359172,0.19466174608486542,0.12,True
0.0,0.1,1.413716694115407,0.1739570653506024,0.12,True
0.0,0.1,1.5707963267948966,0.19484499482717071,0.12,True
0.0,0.1,1.7278759594743862,0.15431526526504158,0.12,True
0.0,0.1,1.8849555921538759,0.1580727405562963,0.12,True
0.0,0.1,2.0420352248333655,0.18465860955938748,0.12,True
0.0,0.1,2.199114857512855,0.2075926572727218,0.12,True
0.0,0.1,2.356194490192345,0.1524978616688158,0.12,True
0.0,0.1,2.5132741228718345,0.1779830832593703,0.12,True
0.0,0.1,2.670353755551324,0.15954834472259183,0.12,True
0.0,0.1,2.827433388230814,0.21378719537103436,0.12,True
0.0,0.1,2.9845130209103035,0.20270774807220535,0.12,True
0.0,0.1,3.141592653589793,0.21123009350842165,0.12,True
0.0,0.2,-3.141592653589793,0.062046660434408867,0.12,True
0.0,0.2,-2.9845130209103035,0.06662487510676766,0.12,True
0.0,0.2,-2.827433388230814,0.07233686993397928,0.12,True
0.0,0.2,-2.670353755551324,0.07451007745094379,0.12,True
0.0,0.2,-2.5132741228718345,0.09135185019920745,0.12,True
0.0,0.2,-2.356194490192345,0.08990050208992749,0.12,True
0.0,0.2,-2.199114857512855,0.11972428509820614,0.12,True
0.0,0.2,-2.0420352248333655,0.09113167793406526,0.12,True
0.0,0.2,-1.8849555921538759,0.15736673418217967,0.12,True
0.0,0.2,-1.7278759594743862,0.1889851841363506,0.12,True
0.0,0.2,-1.5707963267948966,0.19610435940282817,0.12,True
0.0,0.2,-1.413716694115407,0.1970179564577479,0.12,True
0.0,0.2,-1.2566370614359172,0.19503807697733772,0.12,True
0.0,0.2,-1.0995574287564276,0.19799734236017186,0.12,True
0.0,0.2,-0.9424777960769379,0.19656908943025583,0.12,True
0.0,0.2,-0.7853981633974483,0.19548702027786075,0.12,True
0.0,0.2,-0.6283185307179586,0.1932054265315185,0.12,True
0.0,0.2,-0.47123889803846897,0.18888077519515642,0.12,True
0.0,0.2,-0.3141592653589793,0.1909098660316709,0.12,True
0.0,0.2,-0.15707963267948966,0.19223551263371275,0.12,True
0.0,0.2,0.0,0.18302777353359892,0.12,True
0.0,0.2,0.15707963267948966,0.17727801021279263,0.12,True
0.0,0.2,0.3141592653589793,0.1770796753819375,0.12,True
0.0,0.2,0.47123889803846897,0.17290818366059796,0.12,True
0.0,0.2,0.6283185307179586,0.17611272740147413,0.12,True
0.0,0.2,0.7853981633974483,0.18115688733617563,0.12,True
0.0,0.2,0.9424777960769379,0.16637630159338057,0.12,True
0.0,0.2,1.0995574287564276,0.17516907446658156,0.12,True
0.0,0.2,1.2566370614359172,0.1684443984257686,0.12,True
0.0,0.2,1.413716694115407,0.1716434651869358,0.12,True
0.0,0.2,1.5707963267948966,0.1748808798167629,0.12,True
0.0,0.2,1.7278759594743862,0.17294662967337185,0.12,True
0.0,0.2,1.8849555921538759,0.1798764961310571,0.12,True
0.0,0.2,2.0420352248333655,0.19316430580697735,0.12,True
0.0,0.2,2.199114857512855,0.1577896028035996,0.12,True
0.0,0.2,2.356194490192345,0.17441623421598318,0.12,True
0.0,0.2,2.5132741228718345,0.15230410197247843,0.12,True
0.0,0.2,2.670353755551324,0.1711200232326469,0.12,True
0.0,0.2,2.827433388230814,0.08037120577004117,0.12,True
0.0,0.2,2.9845130209103035,0.05087324495758449,0.12,True
0.0,0.2,3.141592653589793,0.062046660502538334,0.12,True
0.0,0.30000000000000004,-3.141592653589793,0.06562913621734685,0.12,True
0.0,0.30000000000000004,-2.9845130209103035,0.07315021350802574,0.12,True
0.0,0.30000000000000004,-2.827433388230814,0.06704274266323564,0.12,True
0.0,0.30000000000000004,-2.670353755551324,0.09569624425542052,0.12,True
0.0,0.30000000000000004,-2.5132741228718345,0.11721964155874956,0.12,True
0.0,0.30000000000000004,-2.356194490192345,0.14647231740378772,0.12,True
0.0,0.30000000000000004,-2.199114857512855,0.1763758150929496,0.12,True
0.0,0.30000000000000004,-2.0420352248333655,0.14318948215652985,0.12,True
0.0,0.30000000000000004,-1.8849555921538759,0.1374618049173443,0.12,True
0.0,0.30000000000000004,-1.7278759594743862,0.1785909751940948,0.12,True
0.0,0.30000000000000004,-1.5707963267948966,0.1861945640932752,0.12,True
0.0,0.30000000000000004,-1.413716694115407,0.18510848691663082,0.12,True
0.0,0.30000000000000004,-1.2566370614359172,0.20211872649594856,0.12,True
0.0,0.30000000000000004,-1.0995574287564276,0.19042010389318353,0.12,True
0.0,0.30000000000000004,-0.9424777960769379,0.19547623765061228,0.12,True
0.0,0.30000000000000004,-0.7853981633974483,0.18917647717122757,0.12,True
0.0,0.30000000000000004,-0.6283185307179586,0.1900210926191565,0.12,True
0.0,0.30000000000000004,-0.47123889803846897,0.18744126567496022,0.12,True
0.0,0.30000000000000004,-0.3141592653589793,0.1864021816039603,0.12,True
0.0,0.30000000000000004,-0.15707963267948966,0.18649717264953491,0.12,True
0.0,0.30000000000000004,0.0,0.18050851303572596,0.12,True
0.0,0.30000000000000004,0.15707963267948966,0.18255009072581296,0.12,True
0.0,0.30000000000000004,0.3141592653589793,0.1787307301734715,0.12,True
0.0,0.30000000000000004,0.47123889803846897,0.17172977784372953,0.12,True
0.0,0.30000000000000004,0.6283185307179586,0.16530346418101402,0.12,True
0.0,0.30000000000000004,0.7853981633974483,0.16537137486538644,0.12,True
0.0,0.30000000000000004,0.9424777960769379,0.1611833772683409,0.12,True
0.0,0.30000000000000004,1.0995574287564276,0.1645588146651608,0.12,True
0.0,0.30000000000000004,1.2566370614359172,0.15955060994357906,0.12,True
